"","V1","V2","V3","V4","V5"
"1","0.00636363636363636","0","0","-0.00171572718186498","pn500cth"
"2","0.026969696969697","0.0206060606060606","0","0.0188263658042453","pn500cth"
"3","0.0463636363636364","0.0397602203856749","0.000399632690541781","0.0379658130998297","pn500cth"
"4","0.0663636363636364","0.0592830977410468","0.00119483709825528","0.0575168531143762","pn500cth"
"5","0.0863636363636364","0.0785717005681543","0.00238049905307622","0.0768127935947012","pn500cth"
"6","0.106969696969697","0.0982063292399177","0.00399955227690485","0.0963266096031637","pn500cth"
"7","0.126969696969697","0.117027853289039","0.00596367886170321","0.115074501293818","pn500cth"
"8","0.145757575757576","0.134496509003477","0.00816238398410332","0.132513030858418","pn500cth"
"9","0.166060606060606","0.153161127287738","0.0108930706820527","0.151183968452753","pn500cth"
"10","0.185151515151515","0.17049764528426","0.0138170558393641","0.168565293966684","pn500cth"
"11","0.204848484848485","0.188179642809689","0.0171753427919328","0.186330494792914","pn500cth"
"12","0.224242424242424","0.205383855450934","0.0208248873797571","0.2036535479945","pn500cth"
"13","0.243333333333333","0.22212218583395","0.0247458518929113","0.220543993711316","pn500cth"
"14","0.263030303030303","0.239194075152882","0.0291209858563073","0.237807844303401","pn500cth"
"15","0.283030303030303","0.256323746251048","0.0339048673593649","0.255168469175952","pn500cth"
"16","0.303030303030303","0.273247861296035","0.0390313422843859","0.272359466878444","pn500cth"
"17","0.323030303030303","0.289968886960483","0.0444962995103066","0.289382630909237","pn500cth"
"18","0.343333333333333","0.306739569004176","0.0503835466092012","0.306495135306594","pn500cth"
"19","0.362727272727273","0.322564175231522","0.0563324352201913","0.322679700445435","pn500cth"
"20","0.382121212121212","0.338204640586403","0.0625882252852875","0.338711425996764","pn500cth"
"21","0.401818181818182","0.35390464634917","0.0692498318422924","0.35483999724983","pn500cth"
"22","0.422121212121212","0.369896474596674","0.0764351686015028","0.371305612690592","pn500cth"
"23","0.441818181818182","0.385221940502956","0.0837210082526494","0.387122205446014","pn500cth"
"24","0.453333333333333","0.394075558610996","0.0881568972645017","0.396280659343981","pn500cth"
"25","0.452727272727273","0.393373964536181","0.0879180635926162","0.395636687450878","pn500cth"
"26","0.438484848484849","0.376890500738218","0.0823154647037676","0.380504650336802","pn500cth"
"27","0.417272727272727","0.352480520731954","0.0743208177184114","0.358027138834359","pn500cth"
"28","0.396969696969697","0.329314921351464","0.0671643950247627","0.336598121183363","pn500cth"
"29","0.376969696969697","0.306680401980652","0.0605780965977334","0.315568915083343","pn500cth"
"30","0.356363636363636","0.28354655139463","0.054258621647829","0.293983301635402","pn500cth"
"31","0.336666666666667","0.26161557856546","0.0486736138173288","0.273429376688743","pn500cth"
"32","0.316060606060606","0.238853171372436","0.0432827473499193","0.252005841133552","pn500cth"
"33","0.296363636363636","0.217274328204047","0.0385780636713713","0.231606269682888","pn500cth"
"34","0.276363636363636","0.195536133578414","0.0342325771072904","0.210969034824864","pn500cth"
"35","0.255757575757576","0.173318381204677","0.0302033476880988","0.189785835974666","pn500cth"
"36","0.236363636363636","0.152579911338362","0.0268420215071596","0.16992547353789","pn500cth"
"37","0.216363636363636","0.131359272047655","0.0237904232803924","0.149518672702346","pn500cth"
"38","0.196060606060606","0.109989445232238","0.0211234319994248","0.128880094431706","pn500cth"
"39","0.176969696969697","0.0900586167413736","0.0190236334995366","0.109547327283996","pn500cth"
"40","0.157272727272727","0.0696520943064415","0.0172497516546308","0.0896719973435732","pn500cth"
"41","0.137878787878788","0.0497178235142461","0.0158989231589907","0.0701745144091556","pn500cth"
"42","0.117878787878788","0.0293200809261321","0.0149045666887058","0.0501406533451314","pn500cth"
"43","0.0975757575757576","0.00877893602648961","0.0143092801971752","0.029879328103225","pn500cth"
"44","0.0778787878787879","-0.0109872010452343","0.0141363617602898","0.0102636074772452","pn500cth"
"45","0.0578787878787879","-0.0308553546326915","0.0143561057811945","-0.00977865690610502","pn500cth"
"46","0.0381818181818182","-0.0501876701385475","0.0149638627663839","-0.0293946000460978","pn500cth"
"47","0.0184848484848485","-0.0692915128247889","0.0159524077842644","-0.0488221265909909","pn500cth"
"48","-0.00121212121212121","-0.0881695828247384","0.0173172406126314","-0.0544727624971843","pn500cth"
"49","-0.02","-0.105963549951684","0.0189737600475205","-0.0707710261454665","pn500cth"
"50","-0.04","-0.124691987352264","0.0210930310465541","-0.0879439560415159","pn500cth"
"51","-0.0596969696969697","-0.142915324471434","0.0235490853428866","-0.104673158084277","pn500cth"
"52","-0.0790909090909091","-0.160646249180615","0.0263207764841508","-0.120968905111404","pn500cth"
"53","-0.0993939393939394","-0.178992316084536","0.0295823821493329","-0.137848890683633","pn500cth"
"54","-0.118787878787879","-0.1963034358004","0.0330537482794573","-0.153795305011385","pn500cth"
"55","-0.139393939393939","-0.214482472109292","0.0370987887747383","-0.170559866534326","pn500cth"
"56","-0.158787878787879","-0.231380615464142","0.0412584488398882","-0.186161654895532","pn500cth"
"57","-0.178181818181818","-0.248082125878135","0.0457458304731321","-0.201599000995366","pn500cth"
"58","-0.197878787878788","-0.264847215905636","0.0506322965889136","-0.217112249734553","pn500cth"
"59","-0.217878787878788","-0.281669049314768","0.0559292409070263","-0.232695439685469","pn500cth"
"60","-0.237575757575758","-0.298037202974381","0.0614772676359536","-0.247875571107897","pn500cth"
"61","-0.257272727272727","-0.314211914818018","0.0673476973915096","-0.262893012592876","pn500cth"
"62","-0.276060606060606","-0.329457768384311","0.0732510727608178","-0.277063805555579","pn500cth"
"63","-0.296060606060606","-0.3455042751637","0.079840228128504","-0.291994494847067","pn500cth"
"64","-0.315454545454545","-0.360877801173916","0.0865409171013757","-0.306315059445912","pn500cth"
"65","-0.335454545454545","-0.376547267559829","0.0937584731248541","-0.320927081292601","pn500cth"
"66","-0.355151515151515","-0.391794133185637","0.101175313243457","-0.335160869961873","pn500cth"
"67","-0.374545454545455","-0.406629013575235","0.10877374491736","-0.349025198298769","pn500cth"
"68","-0.394242424242424","-0.421520367657224","0.11678310427566","-0.362957215511192","pn500cth"
"69","-0.414545454545454","-0.436688513481521","0.125341245073549","-0.377163566816243","pn500cth"
"70","-0.428787878787879","-0.447199235881467","0.131560748144347","-0.387019016071059","pn500cth"
"71","-0.427575757575758","-0.445770290797403","0.13101868846449","-0.385831130312874","pn500cth"
"72","-0.426363636363636","-0.444342038535198","0.130478360839281","-0.384643537159996","pn500cth"
"73","-0.406363636363636","-0.420787302226917","0.121591520068577","-0.365052232224105","pn500cth"
"74","-0.385151515151515","-0.396004864511052","0.112665728809219","-0.344358017979597","pn500cth"
"75","-0.365151515151515","-0.372836825594964","0.104745631518998","-0.324930576246734","pn500cth"
"76","-0.345454545454545","-0.350202353635731","0.0974018758633391","-0.30587538370391","pn500cth"
"77","-0.324242424242424","-0.326018818513973","0.0899733410892479","-0.285436654804404","pn500cth"
"78","-0.303939393939394","-0.303068120230284","0.0833541711376005","-0.265958445591645","pn500cth"
"79","-0.284242424242424","-0.280983341101196","0.0773846475573071","-0.247139898607895","pn500cth"
"80","-0.263636363636364","-0.258061296592726","0.0715946878012824","-0.227531857725458","pn500cth"
"81","-0.243636363636364","-0.235996806219984","0.0664334618694279","-0.208580559102344","pn500cth"
"82","-0.223030303030303","-0.213445559817201","0.0615704973776222","-0.189134686181734","pn500cth"
"83","-0.202727272727273","-0.191409092846565","0.0572369057086063","-0.170055433287496","pn500cth"
"84","-0.183030303030303","-0.170204051508986","0.053466726607083","-0.151622525813431","pn500cth"
"85","-0.163333333333333","-0.149166080194066","0.0501142225622091","-0.133263858596796","pn500cth"
"86","-0.142727272727273","-0.127330529472467","0.0470404972733616","-0.114135247918686","pn500cth"
"87","-0.123030303030303","-0.10663034954329","0.0445324716928433","-0.0959276859242999","pn500cth"
"88","-0.103636363636364","-0.0864092171347116","0.0424644891562462","-0.0780725665792354","pn500cth"
"89","-0.0845454545454545","-0.0666584558402283","0.0408148586473108","-0.0605662887035542","pn500cth"
"90","-0.0648484848484848","-0.0464362983093659","0.039501889062579","-0.0425749510176575","pn500cth"
"91","-0.0436363636363636","-0.0248301721418925","0.0385168766741986","-0.0232779466388989","pn500cth"
"92","-0.0248484848484848","-0.00585569084822012","0.0380503704097145","-0.00626074375205938","pn500cth"
"93","-0.00515151515151515","0.0138874145948265","0.0379350310445223","0.0115110310781451","pn500cth"
"94","0.0142424242424242","0.0331197549825715","0.0382043627215129","0.016853631740177","pn500cth"
"95","0.0348484848484848","0.0533163349815749","0.0388868303999416","0.0371943201842144","pn500cth"
"96","0.0539393939393939","0.0717965296899677","0.0399046877041353","0.0558501492339895","pn500cth"
"97","0.073030303030303","0.0900650421680645","0.0412753487254892","0.0743325835241842","pn500cth"
"98","0.0927272727272727","0.10869760682123","0.0430493571318299","0.0930859713526563","pn500cth"
"99","0.112121212121212","0.126826701335795","0.0451574319307871","0.111283929436029","pn500cth"
"100","0.131818181818182","0.145024810016978","0.0476555336237649","0.129590006738654","pn500cth"
"101","0.151212121212121","0.162731187985265","0.0504681359998517","0.147440047044378","pn500cth"
"102","0.17030303030303","0.179958085286525","0.053574822315934","0.164843906710328","pn500cth"
"103","0.188484848484848","0.196176724356126","0.0568467875029618","0.181263814697966","pn500cth"
"104","0.207878787878788","0.213287880048467","0.060651427005626","0.198622276380368","pn500cth"
"105","0.227575757575758","0.23046417479941","0.0648525519156716","0.216084493695279","pn500cth"
"106","0.247575757575758","0.247698604701817","0.0694618354116598","0.233644427827918","pn500cth"
"107","0.267878787878788","0.264984215638479","0.0744908676889391","0.251296064064497","pn500cth"
"108","0.287272727272727","0.281294702341353","0.0796299555073824","0.267990077309957","pn500cth"
"109","0.305757575757576","0.296659736854779","0.0848296454597528","0.28375092451133","pn500cth"
"110","0.325757575757576","0.313099820012522","0.0907628401968484","0.300649817374623","pn500cth"
"111","0.345151515151515","0.328850416046315","0.0968350791304246","0.316876879406657","pn500cth"
"112","0.365454545454545","0.345147450372054","0.103511739092577","0.333704079184645","pn500cth"
"113","0.385151515151515","0.360765404746445","0.110310097963542","0.349867688950553","pn500cth"
"114","0.404848484848485","0.376198783296411","0.117416083208547","0.36587648318806","pn500cth"
"115","0.424848484848485","0.391684397896854","0.124940058874476","0.381975990508643","pn500cth"
"116","0.444545454545455","0.406752370164134","0.132655054590626","0.397677634221635","pn500cth"
"117","0.453333333333333","0.413395554636602","0.136229545116311","0.404616288154857","pn500cth"
"118","0.452727272727273","0.412689276926387","0.135979002355925","0.403971371261728","pn500cth"
"119","0.440909090909091","0.398920200344553","0.131101765446795","0.391396628743954","pn500cth"
"120","0.41969696969697","0.374323301674963","0.122639821803123","0.368875907791458","pn500cth"
"121","0.400909090909091","0.352722326559345","0.115607080983775","0.349008006808425","pn500cth"
"122","0.380909090909091","0.32990054794687","0.108552634452588","0.327932395623165","pn500cth"
"123","0.360909090909091","0.307261343563295","0.10195462349365","0.306935439484042","pn500cth"
"124","0.340606060606061","0.284462978712539","0.095716287124335","0.285699898503037","pn500cth"
"125","0.320606060606061","0.262187274882839","0.0900270275500843","0.26486059241995","pn500cth"
"126","0.300909090909091","0.24042458726255","0.0848627327417859","0.244413673109741","pn500cth"
"127","0.28030303030303","0.217836845209961","0.0799085291254667","0.223101695988175","pn500cth"
"128","0.260606060606061","0.196423585217398","0.0756178033864826","0.202808371630797","pn500cth"
"129","0.240909090909091","0.175179035758109","0.0717488539806854","0.182589708491382","pn500cth"
"130","0.220606060606061","0.153453339346498","0.0681921887092329","0.16182560923319","pn500cth"
"131","0.201212121212121","0.132868974047325","0.0652161239461493","0.142066507450199","pn500cth"
"132","0.181212121212121","0.111806022254947","0.0625587444652028","0.121763778139469","pn500cth"
"133","0.162424242424242","0.0921779042695154","0.060458146471322","0.10276283368474","pn500cth"
"134","0.142424242424242","0.0714404810353593","0.0586145883859317","0.0826070539398185","pn500cth"
"135","0.123030303030303","0.0514923366976304","0.057229076026458","0.063135157213301","pn500cth"
"136","0.102727272727273","0.0307711262056618","0.0561836255541122","0.0428244488795476","pn500cth"
"137","0.0833333333333333","0.0111384774690361","0.0555868521973963","0.0234968682721745","pn500cth"
"138","0.0636363636363636","-0.00864624992920482","0.0553674579442183","0.00373911671937908","pn500cth"
"139","0.0433333333333333","-0.028843953187643","0.0555430030185386","-0.0165826760696539","pn500cth"
"140","0.0233333333333333","-0.0484978257493913","0.0561198820822914","-0.0364395735390669","pn500cth"
"141","0.00363636363636364","-0.0676216393238682","0.0570751422864461","-0.0558049159671829","pn500cth"
"142","-0.0157575757575758","-0.086228708732948","0.058386592261212","-0.0596443905224463","pn500cth"
"143","-0.0351515151515151","-0.104619259516177","0.0600589066123965","-0.0764112046301536","pn500cth"
"144","-0.0554545454545455","-0.123647837021465","0.062182994608634","-0.0937792620489237","pn500cth"
"145","-0.0748484848484849","-0.141602965220972","0.06458101326602","-0.110186861259828","pn500cth"
"146","-0.0945454545454545","-0.159626445328967","0.0673701625809785","-0.126675396575403","pn500cth"
"147","-0.113333333333333","-0.176614898733137","0.0703692048871591","-0.142234736120063","pn500cth"
"148","-0.133333333333333","-0.19449551994834","0.0739015028618219","-0.158628876764651","pn500cth"
"149","-0.153030303030303","-0.211893906227738","0.0777324752244407","-0.174599205372531","pn500cth"
"150","-0.173333333333333","-0.229615683491267","0.0820345636236099","-0.190884720600906","pn500cth"
"151","-0.193030303030303","-0.246599013292431","0.0865572967832864","-0.206509757395785","pn500cth"
"152","-0.213333333333333","-0.263898019251717","0.09156400402286","-0.222443063430275","pn500cth"
"153","-0.232727272727273","-0.280221145330727","0.0966820262144084","-0.237494901092881","pn500cth"
"154","-0.252121212121212","-0.296354329579","0.102116618123853","-0.252387926605517","pn500cth"
"155","-0.271818181818182","-0.3125489299264","0.107953900373136","-0.267354005825851","pn500cth"
"156","-0.292121212121212","-0.329044545992145","0.114299590768612","-0.28261514751544","pn500cth"
"157","-0.311515151515151","-0.344609603396357","0.120681060751489","-0.297031816067662","pn500cth"
"158","-0.331515151515151","-0.360474288155601","0.127573252819417","-0.311741919926059","pn500cth"
"159","-0.351515151515152","-0.376148596697734","0.134782738582529","-0.32629171206591","pn500cth"
"160","-0.371212121212121","-0.391400173888276","0.142191726093242","-0.34046485053971","pn500cth"
