"","e","f"
"74",0.0445800483428474,-0.241369815208697
"75",0.0482371667551004,-0.25432705931286
"76",0.0519364694360146,-0.266652932249766
"77",0.0558958614603293,-0.279125781883662
"78",0.0598712892629147,-0.290982949444534
"79",0.0641919451789094,-0.303239040743423
"80",0.0686026948624502,-0.315138045478753
"81",0.0731865209785046,-0.326933204354575
"82",0.0779419130418441,-0.338625423662026
"83",0.0829699875144015,-0.350457063826976
"84",0.0881737439166809,-0.362183294834094
"85",0.093332112055227,-0.37333069819339
"86",0.0988755072708258,-0.384853145912516
"87",0.104240126880515,-0.395573768086096
"88",0.110233668821214,-0.407129158073192
"89",0.11627891995624,-0.418350492240661
"90",0.122237245148758,-0.429017921367574
"91",0.128477505823196,-0.439819219508366
"92",0.131542912504618,-0.44494967246921
"93",0.131273246036455,-0.444235745275884
"94",0.131138629143947,-0.44387886821585
"95",0.126699840461789,-0.432103352742988
"96",0.119890939145838,-0.413622216459032
"97",0.113999956062937,-0.397023398983446
"98",0.108345380380445,-0.380519144468026
"99",0.102579938797596,-0.363061452683371
"100",0.0972990449403836,-0.346403640595031
"101",0.0922604465317288,-0.329842746686115
"102",0.0873627815051773,-0.31303519582701
"103",0.0829044014433988,-0.297009419559874
"104",0.0784042587227947,-0.280057847320117
"105",0.0743306900345019,-0.263882965299345
"106",0.0704124278224813,-0.247467175566052
"107",0.0668878953219952,-0.231814938323434
"108",0.0633755477716401,-0.215258484151777
"109",0.0603097451185694,-0.199789738848124
"110",0.0572826278632949,-0.1834273767945
"111",0.0547257613988867,-0.168465236269342
"112",0.0522243078906449,-0.152616170017561
"113",0.050004436326753,-0.137182766846549
"114",0.0479674800917588,-0.121519499504066
"115",0.0461262755538184,-0.105631502537375
"116",0.0446218268813164,-0.0907872988259502
"117",0.043301284352939,-0.0757136272691446
"118",0.042222938752439,-0.0610398647865204
"119",0.0413165892450028,-0.0458288401350611
"120",0.0406361004066337,-0.0307081597512286
"121",0.0401708252588878,-0.0153705345406151
"122",0.0399565693228671,-0.00134543822681289
"123",0.0399365916037417,0.0135110377093221
"124",0.0401208330270507,0.0270368564917004
"125",0.040505903407387,0.0410482385059228
"126",0.0411402852752058,0.056122154839777
"127",0.041939600813833,0.0698849897590249
"128",0.0429561097557824,0.0838205389393099
"129",0.0441499174315847,0.0973466785762527
"130",0.0456248671069825,0.111613223922529
"131",0.0472145099931518,0.124901862433252
"132",0.0488798681589286,0.13723598086712
"133",0.0510007878632385,0.151417974499079
"134",0.0532032311286797,0.164641963085269
"135",0.0555980233190108,0.177750542316524
"136",0.0581296219520037,0.190474007379152
"137",0.0609578723646033,0.203625541980078
"138",0.0638579937200771,0.216127893409217
"139",0.0670671654706988,0.229050875207329
"140",0.0704682239207471,0.241858724985785
"141",0.0739861690114495,0.254293412476819
"142",0.0776079236739981,0.266362783921714
"143",0.0816437234303876,0.279092819219395
"144",0.0855341081831429,0.290697982307136
"145",0.0899386230665843,0.303206788528586
"146",0.0941651419369828,0.314610271145741
"147",0.0990273006728717,0.327147521358754
"148",0.103884945686986,0.339081419198769
"149",0.108714287111939,0.350426238586222
"150",0.113599016498292,0.361434794893804
"151",0.11907530126941,0.373300539182648
"152",0.124505127293885,0.384588098113418
"153",0.13021567784163,0.396010252633256
"154",0.135855823863982,0.406868589262268
"155",0.138444987613833,0.411678727375995
"156",0.138444987613833,0.411678727375995
"157",0.138195485354817,0.410972865866327
"158",0.133712144999912,0.398270438815274
"159",0.127677744411802,0.380705163428515
"160",0.121794119158816,0.362897167872776
"161",0.116625583737597,0.346587329461863
"162",0.111374260563932,0.329335285040883
"163",0.106484130573931,0.312530748196397
"164",0.101748816207319,0.295485107298237
"165",0.0975403919518597,0.279559313353629
"166",0.0933046447798351,0.262713499333305
"167",0.0895629676681184,0.246974404246194
"168",0.0858957719687052,0.230659041117944
"169",0.0825407313706259,0.214771570333257
"170",0.0794167812566877,0.198976535742228
"171",0.0764622811805152,0.182946250863274
"172",0.0738012448043221,0.167336381767341
"173",0.0713672610695245,0.151817333727968
"174",0.0691590089425721,0.136388578331732
"175",0.0672165049481505,0.12136915249154
"176",0.0653775783952484,0.105482066718864
"177",0.0637793652631444,0.0896912663145074
"178",0.0625019441974529,0.0749378736458058
"179",0.0613892303160455,0.0596443032447589
"180",0.0605578248768762,0.0453723471296971
"181",0.0598978634640805,0.0305629080191239
"182",0.0594255276128759,0.0149194282240966
"183",0.0592130387866539,0.000592008451183519
"184",0.0592044277546367,-0.0139568905070779
"185",0.059411666431863,-0.028681032149227
"186",0.0598201538594429,-0.0426783639351032
"187",0.0604409300621353,-0.0568513527589423
"188",0.0613023141948466,-0.0714860374308308
"189",0.0622771237961761,-0.0845375153063967
"190",0.0634811429535702,-0.0980575280543845
"191",0.0649371486731656,-0.112032409471112
"192",0.0665667109927455,-0.125600126624819
"193",0.0683555612810383,-0.138769240694267
"194",0.0704160742489229,-0.152381417762021
"195",0.0726787074217529,-0.165872322706808
"196",0.0750411314118195,-0.178697292555192
"197",0.0776403647580769,-0.191683207092893
"198",0.0803703983136423,-0.204287611201977
"199",0.0834037598133081,-0.217316079150663
"200",0.0865647209645905,-0.229964957005348
"201",0.0899793521443667,-0.242764663145967
"202",0.093436909467961,-0.254932552994235
"203",0.0972222716184815,-0.267509820552408
"204",0.101032259971804,-0.279466251782839
"205",0.105097223634099,-0.291572728130915
"206",0.109338281497822,-0.303573547958137
"207",0.113293936819701,-0.314230457795312
"208",0.11786456166036,-0.326033537436372
"209",0.122705665701081,-0.337977359860423
"210",0.1277241174081,-0.349814773684697
"211",0.132706327821185,-0.36106787167927
"212",0.138067638643089,-0.372699570034612
"213",0.143262844770844,-0.383521840297353
"214",0.148957563005563,-0.394953494205007
"215",0.15470234110309,-0.406052081891946
"216",0.160608553203337,-0.417053809177252
"217",0.166927550312083,-0.428413926063519
"218",0.172899380796605,-0.4387702217122
"219",0.174627869548804,-0.441672522400274
"220",0.174360189232198,-0.440959389667572
"221",0.170084219392997,-0.429552032034922
"222",0.163445687988821,-0.411442074018705
"223",0.157211717170356,-0.393796970539804
"224",0.151245096404601,-0.376258807081987
"225",0.145772241028864,-0.359524210386238
"226",0.14021595777744,-0.341847151631123
"227",0.135243635571896,-0.325312768203451
"228",0.130413233862209,-0.308532122671091
"229",0.126112483061339,-0.292872428411349
"230",0.122030018907726,-0.27730004881051
"231",0.1179965636523,-0.261141212162885
"232",0.114277279721496,-0.245411074348139
"233",0.110633297102387,-0.22910499645201
"234",0.107231435033857,-0.212895766776113
"235",0.104070255466575,-0.196782810100716
"236",0.101267591201505,-0.181419320152263
"237",0.0986837402781239,-0.166143355540487
"238",0.0961664167093287,-0.149984910961454
"239",0.0938939180583976,-0.133924396349567
"240",0.0920270931395854,-0.119238272442648
"241",0.0902927182676923,-0.103999067948436
"242",0.0887484896830034,-0.088532891666075
"243",0.0874339103825072,-0.0731585750973925
"244",0.0863919549189989,-0.0584993686695645
"245",0.0855056008482479,-0.0429933118897489
"246",0.0848932718607272,-0.0285059560523164
"247",0.0844700016041928,-0.0134881631012179
"248",0.0842778974630543,0.000831102797661873
"249",0.0842902380803529,0.0156721832757675
"250",0.0845086988169242,0.0294805007732187
"251",0.0849375061008983,0.0437686709482888
"252",0.085600667781933,0.0585222890911832
"253",0.0864341670508074,0.0722646137722827
"254",0.087485288705677,0.0861793953248156
"255",0.0887649221514091,0.100260100105861
"256",0.0902536327287385,0.114215358607948
"257",0.0918803363210336,0.127481760694996
"258",0.0937346164765971,0.140914647147112
"259",0.0957842840714641,0.154230301135646
"260",0.0980743703610541,0.167704734210377
"261",0.100513711949569,0.180786583802723
"262",0.103198118799973,0.194024424540966
"263",0.105961496967677,0.206608821882767
"264",0.109029324928967,0.219616609954478
"265",0.112223748346487,0.23224541044942
"266",0.115672240804675,0.245024799822992
"267",0.119161987953669,0.25717337577602
"268",0.122668897623342,0.26870559361058
"269",0.126658768558772,0.281160155897807
"270",0.130663170779135,0.292999938808013
"271",0.134924988070888,0.304988302978417
"272",0.139361181568755,0.31687204142515
"273",0.14397022944403,0.32865206724544
"274",0.148750623149418,0.340329285567661
"275",0.153803997389666,0.352145745871998
"276",0.158712695665457,0.363139920845917
"277",0.163664603676992,0.37380513967536
"278",0.169215043629748,0.385323360552191
"279",0.174702982401249,0.396273021531715
"280",0.180587036357326,0.407591074006554
"281",0.186268608904084,0.418121524417893
"282",0.189309492718032,0.423569721402251
"283",0.18905278379597,0.422860977227365
"284",0.188540225035694,0.421443832511134
"285",0.182154712421889,0.403738112314097
"286",0.176037468295918,0.386139699512193
"287",0.170303878818313,0.368997778872666
"288",0.164713003380848,0.351609913546165
"289",0.15927903198968,0.333981779535152
"290",0.154522321796301,0.317836671215376
"291",0.149899242942259,0.301441985128306
"292",0.145331940137284,0.2844635488548
"293",0.141194288517578,0.268263033661464
"294",0.137373572583612,0.252492323045453
"295",0.133394905675017,0.235143280524439
"296",0.130117150855585,0.219892784657272
"297",0.126852076174311,0.203738269936277
"298",0.124012088169138,0.188662880794815
"299",0.121153559672247,0.172367954244543
"300",0.11864638942869,0.156819631601665
"301",0.116365376605393,0.141361771926893
"302",0.114223531576198,0.125353518763699
"303",0.112438193581685,0.11039695932347
"304",0.110865873251926,0.0955256069491417
"305",0.1094474627245,0.080109757889686
"306",0.108257954198259,0.0647854696307057
"307",0.107315620094539,0.049863081443763
"308",0.106560118860543,0.0344093657986493
"309",0.106080473155471,0.0202781135772265
"310",0.105785518776166,0.00561467728004993
"311",0.105703850743001,-0.00896344447867041
"312",0.105836944312533,-0.0237320731854361
"313",0.106182138104321,-0.0380704114558178
"314",0.106735889543679,-0.0522836151376579
"315",0.107496378491136,-0.0663727763146384
"316",0.108441687729556,-0.0800480150140103
"317",0.109606022493396,-0.0938948687011607
"318",0.11097176603814,-0.107620877119769
"319",0.112569773001434,-0.121510557790277
"320",0.114374020677714,-0.135276494032994
"321",0.116341678772739,-0.148641353721434
"322",0.118413649157947,-0.161337565429703
"323",0.120907047896406,-0.175296071641173
"324",0.12340368891675,-0.188040511271391
"325",0.126195805599265,-0.201213726110367
"326",0.129061576849928,-0.213736687602394
"327",0.132235242817357,-0.226680972870421
"328",0.135463729400663,-0.238986305162861
"329",0.139012313931869,-0.251705639292623
"330",0.142597212430885,-0.263797124435637
"331",0.146594138558698,-0.276550483910464
"332",0.150532887874999,-0.288429658563109
"333",0.154815631290026,-0.300708497362576
"334",0.159098449282766,-0.312381230809357
"335",0.16373683725539,-0.324446682874267
"336",0.16855437891019,-0.336404642729872
"337",0.173447537349897,-0.348014202211503
"338",0.178509562109337,-0.359522441901293
"339",0.183521087057052,-0.370454920872058
"340",0.189021781336667,-0.382002989152774
"341",0.194462429970055,-0.392981024215165
"342",0.200297602753856,-0.404328405393369
"343",0.206301266955152,-0.415574691721077
"344",0.212220058019058,-0.426265841325157
"345",0.218549459905401,-0.437316685041836
"346",0.219874661981286,-0.439551866826609
"347",0.219608266910482,-0.438839248192227
"348",0.216815653512895,-0.431358566469555
"349",0.210149202940184,-0.413237440785926
"350",0.203888029594942,-0.395581456296314
"351",0.198014244334785,-0.378383457343766
"352",0.192395823301499,-0.361287604081967
"353",0.186921768694196,-0.343946467087531
"354",0.181918910991105,-0.327399869460839
"355",0.177057518990019,-0.31060682781192
"356",0.172445478213418,-0.293913526652796
"357",0.168259437076242,-0.2779966859555
"358",0.164131607496903,-0.261497069275281
"359",0.16032801376199,-0.24543017723586
"360",0.156832493055903,-0.229789544711002
"361",0.153350833287555,-0.213245365652147
"362",0.150249082514433,-0.197459210797443
"363",0.147317112414713,-0.181437937909071
"364",0.144732996329341,-0.166161867232498
"365",0.142265744361344,-0.150326481596814
"366",0.140124730835571,-0.135227651944081
"367",0.138075827018236,-0.119256575265632
"368",0.136377324279605,-0.104334749927754
"369",0.134796494735245,-0.0885509029584953
"370",0.133642649636088,-0.0750590618885298
"371",0.132550881463164,-0.0600769000739059
"372",0.131677035643908,-0.0451819072007486
"373",0.130992461292381,-0.0297565623086229
"374",0.130568655707986,-0.0153446158324405
"375",0.130350111179463,-0.00101477377860711
"376",0.130335043326387,0.0138397382111082
"377",0.130527960889329,0.0276633816127366
"378",0.130921954506238,0.0416694096850156
"379",0.131553309198435,0.0564421120212124
"380",0.13234007803267,0.0699094446600653
"381",0.133399312042671,0.0844254194055799
"382",0.13460173468269,0.0979463900639928
"383",0.136026409447257,0.111637039750707
"384",0.13765022093454,0.125208207403792
"385",0.13947143122405,0.138660935775541
"386",0.141446299097217,0.151718439294065
"387",0.143699088044311,0.165215250774293
"388",0.146102218964664,0.178318826767536
"389",0.148749983362121,0.191578652977546
"390",0.15147852781362,0.204183950549071
"391",0.15457222403406,0.217479247968323
"392",0.157603752945134,0.229599724561072
"393",0.160943385302386,0.242141399692175
"394",0.164612194388631,0.255091629391943
"395",0.168168017101367,0.266897529703696
"396",0.172211919066574,0.279622703676086
"397",0.176194424240143,0.291475624814369
"398",0.180434069691988,0.303477292088717
"399",0.184848284849643,0.315374217539579
"400",0.189531114140381,0.32741300481362
"401",0.194095052995359,0.338614035440027
"402",0.199122958370075,0.350445777063683
"403",0.204114155800982,0.361693482847563
"404",0.209594360086551,0.373556875427737
"405",0.214914715585067,0.384607086371052
"406",0.220509000477737,0.395795969980904
"407",0.226146094595647,0.406656137752583
"408",0.23218432209561,0.41788168610109
"409",0.23572998488677,0.424239136911242
"410",0.235601427572555,0.423884683682526
"411",0.235601427572555,0.423884683682526
"412",0.231234130831583,0.411834734683106
"413",0.225119009013562,0.394540201107413
"414",0.219141127178601,0.376997533221913
"415",0.213657526695373,0.360258638483168
"416",0.208089893191542,0.342577039627089
"417",0.203003143209201,0.325693854785669
"418",0.198265778048682,0.309253454176006
"419",0.19376754598794,0.292908706806254
"420",0.189329535278754,0.275981987371065
"421",0.185147990015556,0.259157854114271
"422",0.181535486594569,0.243773458806482
"423",0.178063561575204,0.228142264556312
"424",0.174537726577516,0.211277385102691
"425",0.171528624426053,0.195831319999682
"426",0.168620826038179,0.179819715796047
"427",0.16605975735866,0.164552864081815
"428",0.163616396649566,0.148727034949693
"429",0.161408025524555,0.132995201651204
"430",0.159513851440432,0.11799510777513
"431",0.157797558963703,0.102763136238985
"432",0.156271682092276,0.0873043006419289
"433",0.155001801355666,0.0722508938018299
"434",0.15392898505376,0.0569732824325825
"435",0.153117547394872,0.0424062831266034
"436",0.152487878342386,0.0273059306571241
"437",0.152090701169191,0.0126016052423918
"438",0.151903586424683,-0.00232172550389636
"439",0.151936653424284,-0.01654430954656
"440",0.15218732478105,-0.0315454218840156
"441",0.152636608062428,-0.0455182761576127
"442",0.153284898662249,-0.0593717260401446
"443",0.154130495972518,-0.0731067918964076
"444",0.155216021064313,-0.0873039616898154
"445",0.15648589687071,-0.101087490751432
"446",0.157956260372549,-0.114750727195783
"447",0.159660134806668,-0.128576887383796
"448",0.161491381384559,-0.141720563679486
"449",0.16363866265243,-0.155583710070278
"450",0.16590169843527,-0.168771343146029
"451",0.168356554335576,-0.181843884151299
"452",0.171056660494186,-0.195072305304618
"453",0.173834963024282,-0.207647748028986
"454",0.176918217464713,-0.220646280213211
"455",0.180060755395022,-0.233003181697451
"456",0.183520499608105,-0.245775820018085
"457",0.187020943105333,-0.257917978162173
"458",0.191006948222384,-0.270980920546487
"459",0.19486637345441,-0.282907689649696
"460",0.198981394394769,-0.294984131630935
"461",0.203361461803835,-0.307204576033981
"462",0.207736799704925,-0.318821797535751
"463",0.212470820335001,-0.33082987000619
"464",0.217383142647214,-0.342730961467347
"465",0.222160604534335,-0.353803878274469
"466",0.227414056060228,-0.365500292207417
"467",0.232841181611187,-0.377092501725327
"468",0.238211892999396,-0.388112499134826
"469",0.243857165714085,-0.399270790051467
"470",0.249785731990606,-0.410562135134039
"471",0.254762242719504,-0.419697440817913
"472",0.25450788063416,-0.418989635377715
"473",0.254380914077984,-0.418635818452214
"474",0.251082571265937,-0.409437693448607
"475",0.245003041878366,-0.392157396845094
"476",0.239180098713091,-0.3749797347305
"477",0.233384957358165,-0.357207132733983
"478",0.227972728074317,-0.339890725868929
"479",0.223028862970769,-0.323367725282054
"480",0.218227342201429,-0.306598632125835
"481",0.213767725734144,-0.290269330993466
"482",0.209457665970908,-0.273696822239686
"483",0.205559559714767,-0.257895155494806
"484",0.201730207405905,-0.241514929722776
"485",0.198290449315914,-0.225896602244356
"486",0.194799320008501,-0.209045605066844
"487",0.191822003815125,-0.19361225434707
"488",0.189064495950182,-0.178266826958669
"489",0.186363483420505,-0.162034906795283
"490",0.18415391650966,-0.147514716394581
"491",0.181963546478346,-0.131790083533571
"492",0.180086536197717,-0.116796855178895
"493",0.178316886876824,-0.100937480299023
"494",0.176848705345202,-0.085804753140919
"495",0.175600636208607,-0.070760070940827
"496",0.174614283704583,-0.0564261359998234
"497",0.173776441079132,-0.0412425141011578
"498",0.173151554501841,-0.0258410443187265
"499",0.172791346005277,-0.011757566980707
"500",0.172613201051024,0.00346520615250945
"501",0.172661503924665,0.0173756183677187
"502",0.172914240191832,0.0317694311528732
"503",0.173366713908252,0.0457403711654456
"504",0.174032028397931,0.0598866370170926
"505",0.174903106754543,0.0739094445485798
"506",0.175955756419326,0.0875202789921344
"507",0.17728182125254,0.101876155243721
"508",0.178763656237903,0.115532508797958
"509",0.180479138944297,0.129351704022606
"510",0.182321420789468,0.142488759157928
"511",0.184350806147171,0.15551355218573
"512",0.186612821451691,0.168701797548473
"513",0.189117787536502,0.182047302746072
"514",0.191820914153034,0.195273911624636
"515",0.194483740220643,0.207312579620435
"516",0.197562017918037,0.220314097850483
"517",0.200699824766211,0.232673837984003
"518",0.204225185947787,0.245710136426573
"519",0.207724693951438,0.257852855866807
"520",0.211553418174915,0.270404106181205
"521",0.215486568810278,0.282589670345442
"522",0.219511330781864,0.294417237404914
"523",0.223882980670604,0.306642732320155
"524",0.228250316555164,0.318264755031843
"525",0.233072509813222,0.330522954228524
"526",0.237880116420182,0.342183844809802
"527",0.242649951832683,0.353261337501696
"528",0.247895347450132,0.364962584979711
"529",0.253425083586188,0.376796258449593
"530",0.258677395067607,0.387584265500136
"531",0.264432434161397,0.398979726892347
"532",0.270114872695924,0.409812688014054
"533",0.276199970184618,0.421010114369323
"534",0.278751546635341,0.425539774559495
"535",0.278493643741668,0.424830552795965
"536",0.275275230462911,0.415967429908705
"537",0.268846642909776,0.397941449432905
"538",0.262817227009278,0.380378167921191
"539",0.257053921434715,0.362921330539851
"540",0.251885041878541,0.346611354474957
"541",0.246633354689527,0.329359164447836
"542",0.241842675933922,0.312897438400139
"543",0.237101805655132,0.295849575137108
"544",0.232798539107683,0.279582813972674
"545",0.228731879995353,0.263410695782288
"546",0.224820630270101,0.246997711043702
"547",0.221153088500058,0.2306822094872
"548",0.217867614607361,0.215125595687697
"549",0.214608135884821,0.198670289047166
"550",0.211778589343846,0.183296046188351
"551",0.209056920779231,0.167358893914021
"552",0.206673324411364,0.15216303112445
"553",0.204506153968077,0.137053738704711
"554",0.202429582169521,0.121071594833773
"555",0.200595164065979,0.105186312440841
"556",0.1990970559797,0.0903446449639058
"557",0.197755574887812,0.0749595676786655
"558",0.196687968923903,0.0602901010506772
"559",0.195774482544348,0.0447731913473399
"560",0.195136803758492,0.0302756955905736
"561",0.194696430004447,0.0155540915435011
"562",0.194470188672905,0.000918140465429837
"563",0.194456277453732,-0.0142389391737546
"564",0.194663389296259,-0.0286601266136927
"565",0.19506289409148,-0.0423598176759539
"566",0.195704709510813,-0.0571262435758695
"567",0.196518325707197,-0.0708804981004636
"568",0.197527835831658,-0.0845172162682112
"569",0.198782788436852,-0.0986127295535792
"570",0.200187272766858,-0.112012463198
"571",0.201850488129495,-0.125863018828903
"572",0.20371936325756,-0.139590178600548
"573",0.205707465801265,-0.152639741316749
"574",0.207973934687484,-0.166128344833503
"575",0.210390346975971,-0.179223952005866
"576",0.212942930534842,-0.191934826112967
"577",0.215851033960796,-0.20534147920891
"578",0.218837819112926,-0.218094862663087
"579",0.221944018672067,-0.230473567170026
"580",0.225366201942167,-0.243268742056451
"581",0.228904656372079,-0.255691123943958
"582",0.232623799993082,-0.268005092316811
"583",0.236603269545665,-0.280465895433746
"584",0.240682773479247,-0.292563647619051
"585",0.244849589066549,-0.304305982509094
"586",0.249460285771232,-0.3166910796378
"587",0.254066701475055,-0.328472684760961
"588",0.258944023157869,-0.340394776599757
"589",0.263792069976108,-0.351728372751238
"590",0.268908119034308,-0.363204197861773
"591",0.274191089185024,-0.374579870316797
"592",0.279753032713971,-0.386091189047914
"593",0.285251907224653,-0.397034288583929
"594",0.291267578263804,-0.408576401111954
"595",0.297210507734523,-0.419556097974977
"596",0.300388963022212,-0.425224782378121
"597",0.300131251032892,-0.424515636976332
"598",0.297043864582155,-0.41600795512331
"599",0.290488587713545,-0.39762826861829
"600",0.284343423562172,-0.379715657503196
"601",0.278705221375003,-0.362611891779844
"602",0.27332098419403,-0.345609712058969
"603",0.268189203621033,-0.328708514981285
"604",0.263308380216765,-0.311907700771093
"605",0.258866058417904,-0.295888347809125
"606",0.254382901632917,-0.278943569943615
"607",0.250241012261027,-0.262438329346374
"608",0.246423727470535,-0.246365960884722
"609",0.242914878936722,-0.230719997228773
"610",0.239489036553628,-0.214501175427051
"611",0.236369019456507,-0.198707714042748
"612",0.233418510975267,-0.182679025801767
"613",0.230816718789605,-0.167395884685078
"614",0.228280417506498,-0.151229849020321
"615",0.226126537838633,-0.136125872910749
"616",0.22410527487723,-0.120468882877704
"617",0.222499023105528,-0.10649304883569
"618",0.220950033304281,-0.091327998369737
"619",0.219649301206288,-0.0765652812881147
"620",0.218605229188723,-0.0625112888447253
"621",0.217677031263453,-0.0472915248261323
"622",0.217003485303808,-0.0327796821998502
"623",0.216516756689325,-0.0177365059055723
"624",0.216253396450121,-0.00278267696140583
"625",0.216213764384307,0.011475600107344
"626",0.216387637113207,0.0265227916215197
"627",0.216757348753991,0.0402403585764427
"628",0.217354857108611,0.0547303384121556
"629",0.218134349807209,0.0685050670354214
"630",0.219193064479574,0.0833243836865476
"631",0.220354555888538,0.0965668827805631
"632",0.221729902400867,0.10998409911559
"633",0.22336299963016,0.123852725626499
"634",0.225126962692113,0.137036772031751
"635",0.227203277419866,0.150942498346614
"636",0.229307324366516,0.163619464118018
"637",0.231835988811977,0.177556810905288
"638",0.234418633334235,0.190552678737387
"639",0.237190308661325,0.203435128086588
"640",0.240149365069857,0.216205148786923
"641",0.24329416723403,0.228863722033874
"642",0.246761799386059,0.241934657894172
"643",0.250134221890038,0.253850598331178
"644",0.253903518653137,0.266437505121804
"645",0.257778973273091,0.278657686895286
"646",0.261916617714869,0.291023585078704
"647",0.266061499078112,0.302779080503183
"648",0.270465558430885,0.314682099436973
"649",0.275328827240366,0.327218683605831
"650",0.279989214552327,0.338664875461078
"651",0.285017874824325,0.350496164146364
"652",0.29000978988944,0.361743439349719
"653",0.295381131867663,0.37336911901127
"654",0.300811955416918,0.384656079427171
"655",0.306290390487548,0.395611442627218
"656",0.311924856488602,0.40647318726901
"657",0.317960367451081,0.417700365540007
"658",0.319605853739572,0.420652467706307
"659",0.319350912850053,0.419944430744438
"660",0.315915003871235,0.410388248971093
"661",0.309821360174391,0.39310230664387
"662",0.303865264619181,0.375568353270271
"663",0.298288643616077,0.358489220020545
"664",0.292965621864257,0.341511526471332
"665",0.287894693137864,0.32463467013229
"666",0.283074360157112,0.307858052091504
"667",0.278596424853963,0.29152142342479
"668",0.274356113240511,0.275279844233955
"669",0.27026862464431,0.258796363946989
"670",0.266582737036581,0.243079584661473
"671",0.262973373506759,0.226787354401059
"672",0.259605924911107,0.210591890114314
"673",0.256670401594362,0.195478286848223
"674",0.253708609369388,0.179142054806717
"675",0.251211477696325,0.164203808198098
"676",0.248723541208475,0.148057118451443
"677",0.246659714708849,0.133292193912199
"678",0.244680527587122,0.117652034215024
"679",0.243004877402848,0.102739349898889
"680",0.241448220586198,0.0869651720207142
"681",0.240183272629533,0.0719137382925942
"682",0.239115462576098,0.056638129422735
"683",0.238308798308562,0.0420730394732961
"684",0.237722325637116,0.0278990564653238
"685",0.237333429698508,0.0138041041504869
"686",0.237128459667183,-0.00112636871052812
"687",0.23714416056436,-0.0150563421116159
"688",0.237367724432078,-0.0297706886394699
"689",0.23780075263047,-0.0440563262658891
"690",0.238428221519711,-0.0579222691747685
"691",0.239270727253163,-0.0719622202801524
"692",0.240295643723819,-0.0855896946401825
"693",0.241514648465664,-0.0991007160374997
"694",0.242896052386187,-0.11221126762458
"695",0.244528216278908,-0.125777423834402
"696",0.246319591709277,-0.138945022818605
"697",0.248424819327741,-0.152833401399042
"698",0.25055522431694,-0.165494552344917
"699",0.25301256766994,-0.178868631181602
"700",0.25556009059889,-0.191582541666656
"701",0.258404801066062,-0.204724200234838
"702",0.261320569978497,-0.2172171631298
